"";"Publication.Year";"Count.of.Simple.Family.Members";"Simple.Family.Cited.by.Count";"Count.of.Other.References";"Count.of.Cited.by.Patents";"Count.of.Cites.Patents";"Count.of.Cited.by.Patents.Within.3.years";"Count.of.Cited.by.Patents.Within.5.years";"Simple.Legal.Status";"Count.of.claims";"Quality.of.Family";"Cluster"
"1";2016;15;91;0;0;0;0;0;4;40;1;"1"
"2";2019;13;15;0;0;21;0;0;4;57;1;"1"
"3";2019;11;32;2;0;14;0;0;4;20;1;"1"
"4";2018;12;63;3;1;29;0;0;4;18;1;"1"
"5";2017;15;16;0;0;4;0;0;4;15;1;"1"
"6";2008;28;95;0;0;3;0;0;4;17;1;"1"
"7";2004;20;64;14;20;41;4;7;4;39;1;"1"
"8";2017;8;59;7;9;23;9;9;4;22;1;"1"
"9";2017;9;62;0;2;5;2;2;4;13;1;"1"
"10";2019;11;168;0;0;0;0;0;2;16;1;"1"
"11";2010;20;23;0;0;0;0;0;4;37;1;"1"
"12";2016;9;37;4;10;5;7;7;4;12;1;"1"
"13";2010;14;48;1;11;17;2;3;4;22;1;"1"
"14";2015;31;7;0;0;0;0;0;2;24;1;"1"
"15";2014;23;13;0;0;0;0;0;4;38;1;"1"
"16";2016;6;15;0;4;8;4;4;4;10;1;"1"
"17";2019;16;4;0;0;11;0;0;4;20;1;"1"
"18";2019;7;10;3;0;43;0;0;4;19;1;"1"
"19";2018;29;16;1;0;6;0;0;4;19;1;"1"
"20";2019;8;4;0;0;4;0;0;4;43;1;"1"
"21";2018;8;20;0;0;4;0;0;4;32;1;"1"
"22";2015;10;32;0;0;9;0;0;4;20;1;"1"
"23";2019;14;90;0;0;0;0;0;2;7;1;"1"
"24";2017;8;8;3;1;39;0;0;4;16;1;"1"
"25";2006;12;173;0;67;28;17;24;4;49;1;"1"
"26";2018;11;11;0;0;3;0;0;4;34;1;"1"
"27";2019;7;13;1;0;5;0;0;4;23;1;"1"
"28";2015;8;137;0;2;0;2;2;4;19;1;"1"
"29";2018;18;8;0;0;5;0;0;4;15;1;"1"
"30";2014;20;8;1;0;14;0;0;4;8;1;"1"
"31";2019;10;83;0;0;0;0;0;4;12;1;"1"
"32";2018;2;173;9;3;22;1;1;4;17;1;"1"
"33";2014;11;13;0;5;14;1;3;4;11;1;"1"
"34";2015;6;47;0;2;31;0;0;4;5;1;"1"
"35";2011;19;19;2;0;28;0;0;4;14;1;"1"
"36";2019;8;43;0;0;0;0;0;4;14;1;"1"
"37";2006;13;171;1;88;33;19;25;4;45;1;"1"
"38";2018;11;8;2;1;19;1;1;4;20;1;"1"
"39";2015;5;59;0;0;0;0;0;2;25;1;"1"
"40";2020;2;5;0;0;9;0;0;4;42;1;"1"
"41";2015;9;47;0;10;11;8;8;4;6;1;"1"
"42";2008;7;191;3;62;93;23;29;4;15;1;"1"
"43";2019;7;15;0;0;4;0;0;4;42;1;"1"
"44";2015;16;25;22;1;46;1;1;4;23;1;"1"
"45";2016;4;9;0;4;58;0;0;4;20;1;"1"
"46";2012;8;26;0;2;8;2;2;4;8;1;"1"
"47";2014;17;28;0;2;9;1;2;4;20;1;"1"
"48";2005;6;122;0;72;10;29;41;4;50;1;"1"
"49";2011;18;16;0;6;17;4;5;4;24;1;"1"
"50";2006;16;38;1;18;49;11;11;4;16;1;"1"
"51";2017;3;46;0;0;12;0;0;4;20;1;"1"
"52";2006;5;61;0;20;17;4;4;4;19;1;"1"
"53";2018;7;20;1;18;19;15;15;4;28;1;"1"
"54";2019;16;3;0;0;0;0;0;2;21;1;"1"
"55";2018;9;5;5;0;33;0;0;4;33;1;"1"
"56";2014;9;92;0;0;10;0;0;4;2;1;"1"
"57";2005;17;34;0;0;6;0;0;4;47;0;"1"
"58";2019;14;5;0;0;42;0;0;4;10;1;"1"
"59";2018;13;33;1;0;6;0;0;2;74;1;"1"
"60";2018;6;92;1;1;22;0;0;4;4;1;"1"
"61";2018;8;8;0;3;2;3;3;1;18;1;"1"
"62";2016;4;6;1;0;16;0;0;4;9;1;"1"
"63";2015;10;12;0;0;3;0;0;4;25;0;"1"
"64";2019;10;3;2;0;27;0;0;4;11;1;"1"
"65";2019;5;1;0;0;0;0;0;2;45;1;"1"
"66";2019;5;93;0;0;0;0;0;4;11;1;"1"
"67";2018;7;11;0;0;12;0;0;4;10;1;"1"
"68";2003;7;32;1;26;15;2;3;4;22;1;"1"
"69";2018;7;0;0;0;0;0;0;3;30;1;"1"
"70";2017;5;5;2;0;8;0;0;4;7;1;"1"
"71";2015;2;86;3;86;21;70;75;4;25;1;"1"
"72";2006;4;17;1;5;18;3;3;4;25;1;"1"
"73";2006;14;43;0;9;37;3;4;4;13;1;"1"
"74";2009;4;44;0;0;0;0;0;4;29;1;"1"
"75";2015;4;37;1;9;15;8;9;4;16;1;"1"
"76";2017;7;11;11;0;19;0;0;4;19;1;"1"
"77";2016;2;26;0;0;6;0;0;4;8;0;"1"
"78";2016;4;4;3;3;43;3;3;3;20;1;"1"
"79";2016;2;8;0;0;3;0;0;4;21;0;"1"
"80";2018;2;6;0;0;9;0;0;4;20;1;"1"
"81";2017;4;17;0;5;14;2;2;4;16;1;"1"
"82";2018;5;4;0;1;21;1;1;4;19;1;"1"
"83";2019;3;0;0;0;13;0;0;4;20;1;"1"
"84";2017;6;5;1;1;25;0;0;4;3;1;"1"
"85";2019;3;56;0;3;0;1;1;2;48;1;"1"
"86";2016;2;14;1;0;4;0;0;3;6;0;"1"
"87";2019;5;1;0;1;0;0;0;2;23;1;"1"
"88";2008;31;195;4;42;60;18;24;4;8;1;"1"
"89";2020;6;0;0;0;0;0;0;2;7;1;"1"
"90";2019;3;1;1;0;9;0;0;4;20;1;"1"
"91";2006;9;69;1;59;18;23;31;4;22;1;"1"
"92";2016;13;29;28;0;30;0;0;4;41;1;"1"
"93";2015;2;15;4;0;3;0;0;4;36;0;"1"
"94";2014;10;5;0;0;0;0;0;4;10;1;"1"
"95";2013;9;52;1;11;8;7;10;4;5;1;"1"
"96";2019;3;0;9;0;23;0;0;4;20;1;"1"
"97";2019;3;57;3;0;22;0;0;4;9;1;"1"
"98";2015;8;18;0;0;2;0;0;4;18;1;"1"
"99";2019;5;0;0;0;49;0;0;4;5;1;"1"
"100";2015;3;5;2;0;7;0;0;4;13;1;"1"
"101";2018;9;1;0;0;0;0;0;2;58;1;"1"
"102";2017;2;18;0;1;5;1;1;4;3;0;"1"
"103";2019;7;5;6;0;27;0;0;4;20;1;"1"
"104";2012;2;82;0;4;0;4;4;4;6;0;"1"
"105";2018;4;2;0;0;7;0;0;4;5;1;"1"
"106";2019;2;29;0;0;0;0;0;4;8;0;"1"
"107";2018;7;0;0;0;7;0;0;2;20;1;"1"
"108";2016;7;17;0;0;0;0;0;3;15;1;"1"
"109";2018;5;50;0;0;3;0;0;3;19;1;"1"
"110";2017;2;7;0;0;5;0;0;4;3;0;"1"
"111";2019;4;44;0;4;2;0;0;4;20;1;"1"
"112";2020;6;13;0;0;55;0;0;4;26;1;"1"
"113";2018;2;5;0;0;8;0;0;4;9;0;"1"
"114";2017;2;8;0;0;5;0;0;4;9;0;"1"
"115";2009;6;101;0;11;24;9;9;4;23;1;"1"
"116";2010;3;19;0;14;1;3;4;3;15;0;"1"
"117";2018;3;1;0;0;16;0;0;4;18;1;"1"
"118";2018;2;10;3;0;17;0;0;4;13;1;"1"
"119";2017;8;6;0;0;0;0;0;4;38;1;"1"
"120";2017;1;17;4;17;7;12;12;4;21;1;"1"
"121";2005;1;22;0;22;12;3;4;4;79;1;"1"
"122";2015;7;5;0;0;0;0;0;2;4;1;"1"
"123";2015;8;2;3;0;14;0;0;4;15;1;"1"
"124";2018;7;6;0;3;8;0;0;4;6;1;"1"
"125";2012;4;21;0;3;18;2;3;4;10;1;"1"
"126";2019;3;15;0;0;18;0;0;4;29;1;"1"
"127";2019;3;2;0;0;8;0;0;1;20;0;"1"
"128";2019;1;0;0;0;5;0;0;4;22;1;"1"
"129";2015;6;104;1;49;16;33;36;4;20;1;"1"
"130";2018;2;4;0;0;5;0;0;4;16;0;"1"
"131";2013;5;165;0;157;0;33;148;3;21;1;"1"
"132";2018;11;11;0;0;6;0;0;3;6;1;"1"
"133";2018;1;5;0;5;13;3;3;4;14;1;"1"
"134";2004;20;89;2;43;27;11;17;4;14;1;"1"
"135";2018;4;0;0;0;0;0;0;2;12;1;"1"
"136";2018;2;3;0;0;5;0;0;4;22;0;"1"
"137";2019;2;1;0;0;6;0;0;4;2;0;"1"
"138";2016;2;16;0;8;7;7;7;3;19;1;"1"
"139";2012;2;20;0;0;0;0;0;3;12;0;"1"
"140";2017;2;4;0;0;5;0;0;4;16;0;"1"
"141";2018;2;0;1;0;11;0;0;4;12;1;"1"
"142";2018;5;37;0;0;6;0;0;4;55;0;"1"
"143";2019;2;3;0;0;5;0;0;4;8;0;"1"
"144";2015;9;48;2;11;35;4;8;4;14;1;"1"
"145";2018;2;25;8;7;42;5;5;4;20;1;"1"
"146";2019;2;0;0;0;4;0;0;4;20;1;"1"
"147";2005;6;88;1;64;20;9;35;4;67;1;"1"
"148";2009;10;9;1;1;8;0;1;1;8;1;"1"
"149";2019;2;0;15;0;12;0;0;4;14;1;"1"
"150";2018;2;1;0;0;3;0;0;4;11;0;"1"
"151";2018;2;11;0;0;6;0;0;4;8;0;"1"
"152";2017;2;3;0;0;7;0;0;4;10;0;"1"
"153";2004;1;15;1;15;24;5;9;4;36;1;"1"
"154";2015;6;95;1;47;16;18;22;4;20;1;"1"
"155";2016;2;5;0;0;3;0;0;4;4;0;"1"
"156";2010;4;187;1;55;40;20;37;4;35;1;"1"
"157";2011;3;28;1;11;11;0;2;4;12;1;"1"
"158";2017;2;0;0;0;4;0;0;4;7;0;"1"
"159";2017;6;34;0;0;0;0;0;3;19;1;"1"
"160";2019;3;30;0;0;0;0;0;2;16;1;"1"
"161";2004;7;132;1;33;12;9;14;4;72;1;"1"
"162";2015;5;6;1;2;13;2;2;4;34;1;"1"
"163";2018;5;4;0;0;5;0;0;4;10;1;"1"
"164";2006;2;32;0;13;14;8;11;4;27;1;"1"
"165";2011;4;34;1;25;23;5;11;4;21;1;"1"
"166";2006;7;63;0;16;7;9;9;4;6;1;"1"
"167";2014;2;6;0;0;0;0;0;4;10;0;"1"
"168";2017;2;5;0;0;8;0;0;4;25;0;"1"
"169";2009;1;8;0;8;4;0;2;4;9;0;"1"
"170";2019;3;1;0;0;0;0;0;2;3;0;"1"
"171";2012;2;27;2;14;10;8;8;4;23;1;"1"
"172";2018;1;0;2;0;10;0;0;4;40;1;"1"
"173";2005;6;3;5;2;8;0;2;4;35;1;"1"
"174";2019;2;0;2;0;39;0;0;4;18;1;"1"
"175";2019;9;4;0;0;13;0;0;4;38;1;"1"
"176";2014;9;22;0;12;11;6;8;4;15;1;"1"
"177";2016;1;12;0;12;11;10;10;4;15;1;"1"
"178";2005;2;65;0;58;8;9;17;4;89;1;"1"
"179";2017;3;4;0;0;2;0;0;4;13;1;"1"
"180";2005;6;54;8;28;28;17;24;4;70;1;"1"
"181";2019;3;0;0;0;0;0;0;4;11;0;"1"
"182";2018;2;2;0;1;22;1;1;4;20;1;"1"
"183";2018;2;21;0;12;36;2;2;4;20;1;"1"
"184";2018;2;4;0;0;6;0;0;4;13;0;"1"
"185";2015;3;9;0;9;16;5;7;3;29;1;"1"
"186";2004;1;58;26;58;32;15;23;4;30;1;"1"
"187";2016;13;34;0;15;0;6;6;3;21;1;"1"
"188";2003;1;22;0;22;11;3;5;4;42;1;"1"
"189";2005;1;9;1;9;20;0;2;4;38;1;"1"
"190";2013;2;14;7;4;13;2;2;4;28;1;"1"
"191";2014;1;1;0;1;7;1;1;4;20;1;"1"
"192";2017;5;25;0;0;5;0;0;2;14;1;"1"
"193";2018;2;1;0;0;8;0;0;4;5;0;"1"
"194";2017;2;16;1;3;12;3;3;4;14;1;"1"
"195";2006;13;144;23;22;69;10;14;4;33;1;"1"
"196";2019;1;0;0;0;2624;0;0;4;20;1;"1"
"197";2008;2;11;14;9;17;6;7;3;60;1;"1"
"198";2005;2;36;0;32;10;8;12;4;39;1;"1"
"199";2007;2;22;0;13;12;4;5;4;49;1;"1"
"200";2003;1;55;0;55;7;8;27;4;42;1;"1"
"201";2017;2;8;0;1;4;1;1;4;6;0;"1"
"202";2006;2;51;3;34;7;17;23;4;20;1;"1"
"203";2019;2;1;0;1;0;1;1;2;20;1;"1"
"204";2017;2;3;0;0;8;0;0;4;6;0;"1"
"205";2017;2;2;0;0;5;0;0;4;9;0;"1"
"206";2019;4;0;0;0;4;0;0;1;23;0;"1"
"207";2004;3;97;0;73;9;27;37;4;33;1;"1"
"208";2004;1;63;0;63;10;29;36;4;25;1;"1"
"209";2006;2;20;0;19;15;7;8;4;19;1;"1"
"210";2005;6;36;9;30;10;13;24;4;39;1;"1"
"211";2016;1;2;0;2;31;2;2;4;26;1;"1"
"212";2018;2;0;1;0;3;0;0;4;26;1;"1"
"213";2012;2;6;1;1;12;1;1;4;24;1;"1"
"214";2003;2;16;0;11;5;6;8;4;54;1;"1"
"215";2015;2;3;0;3;5;3;3;4;4;0;"1"
"216";2018;7;6;0;0;3;0;0;4;108;1;"1"
"217";2017;1;0;0;0;3;0;0;4;6;0;"1"
"218";2020;2;0;0;0;5;0;0;4;17;0;"1"
"219";2007;4;6;3;6;38;0;2;4;28;1;"1"
"220";2015;3;5;0;1;0;1;1;3;14;1;"1"
"221";2018;2;3;0;0;5;0;0;4;7;0;"1"
"222";2011;2;11;0;0;6;0;0;4;7;0;"1"
"223";2016;2;3;0;0;6;0;0;3;5;0;"1"
"224";2019;4;0;0;0;5;0;0;4;2;0;"1"
"225";2006;1;42;7;42;12;13;18;4;20;1;"1"
"226";2017;1;2;2;2;22;2;2;4;12;1;"1"
"227";2014;4;6;0;6;2;5;6;3;10;1;"1"
"228";2019;2;25;0;3;10;0;0;4;20;1;"1"
"229";2015;1;3;0;3;6;2;3;4;17;1;"1"
"230";2019;5;0;0;0;0;0;0;2;20;1;"1"
"231";2014;2;4;6;3;12;3;3;4;43;1;"1"
"232";2015;1;3;0;3;4;2;3;3;11;0;"1"
"233";2005;2;6;0;6;7;1;4;4;10;1;"1"
"234";2018;2;21;0;1;16;0;0;4;20;1;"1"
"235";2017;2;3;1;1;4;1;1;4;9;0;"1"
"236";2016;2;9;0;2;3;2;2;4;1;1;"1"
"237";2006;2;42;0;19;26;6;9;4;7;1;"1"
"238";2013;4;0;0;0;5;0;0;4;21;1;"1"
"239";2005;2;8;0;0;2;0;0;4;10;0;"1"
"240";2015;2;2;0;0;7;0;0;4;7;0;"1"
"241";2019;4;2;0;0;0;0;0;2;10;1;"1"
"242";2011;6;26;0;2;13;0;1;3;10;1;"1"
"243";2006;2;10;0;9;4;3;3;4;17;1;"1"
"244";2014;7;4;0;3;4;2;3;3;3;1;"1"
"245";2004;1;60;0;60;9;11;22;4;25;1;"1"
"246";2017;3;4;0;0;2;0;0;4;4;0;"1"
"247";2012;4;17;0;12;6;2;8;4;11;1;"1"
"248";2016;11;1;0;0;9;0;0;3;17;1;"1"
"249";2019;3;0;0;0;2;0;0;2;5;0;"1"
"250";2019;2;2;0;0;3;0;0;4;1;0;"1"
"251";2018;2;4;1;3;65;2;2;4;9;1;"1"
"252";2010;3;65;4;48;43;11;26;4;29;1;"1"
"253";2017;3;0;0;0;4;0;0;4;22;0;"1"
"254";2017;1;1;0;1;20;1;1;4;18;1;"1"
"255";2018;3;3;0;3;11;3;3;1;8;1;"1"
"256";2018;6;1;0;0;9;0;0;4;23;0;"1"
"257";2020;10;2;0;1;0;0;0;2;14;1;"1"
"258";2019;9;4;0;0;7;0;0;2;75;1;"1"
"259";2012;2;18;0;0;0;0;0;4;12;0;"1"
"260";2006;12;1;0;0;3;0;0;3;4;1;"1"
"261";2018;2;0;0;0;6;0;0;4;21;0;"1"
"262";2016;2;0;0;0;7;0;0;4;11;0;"1"
"263";2004;11;104;0;41;16;17;22;4;20;1;"1"
"264";2014;4;2;3;0;22;0;0;4;17;1;"1"
"265";2012;2;4;0;0;15;0;0;4;8;1;"1"
"266";2017;2;3;0;3;3;3;3;4;5;0;"1"
"267";2017;2;3;0;0;5;0;0;4;18;0;"1"
"268";2012;1;3;1;3;3;1;1;4;3;0;"1"
"269";2019;2;0;0;0;0;0;0;4;30;0;"1"
"270";2012;3;11;0;9;7;2;3;4;20;1;"1"
"271";2017;7;8;0;8;30;7;7;2;20;1;"1"
"272";2019;7;2;0;0;0;0;0;2;22;1;"1"
"273";2019;8;1;0;0;0;0;0;2;46;0;"1"
"274";2019;2;0;0;0;6;0;0;4;10;0;"1"
"275";2018;1;0;0;0;0;0;0;4;26;0;"1"
"276";2020;3;0;0;0;0;0;0;2;21;1;"1"
"277";2017;4;20;1;18;0;8;8;3;20;1;"1"
"278";2019;2;0;0;0;5;0;0;1;59;0;"1"
"279";2004;1;7;0;7;10;1;1;4;23;1;"1"
"280";2005;5;3;0;0;5;0;0;3;14;0;"1"
"281";2009;1;8;0;8;1;3;4;4;19;1;"1"
"282";2019;4;2;0;0;0;0;0;2;30;1;"1"
"283";2018;6;1;0;1;1;0;0;2;20;1;"1"
"284";2018;2;2;0;0;5;0;0;4;9;0;"1"
"285";2020;3;0;0;0;0;0;0;2;22;1;"1"
"286";2019;4;1;0;1;0;0;0;2;20;1;"1"
"287";2018;2;0;0;0;6;0;0;3;2;0;"1"
"288";2013;1;3;1;3;5;2;3;1;1;0;"1"
"289";2019;2;0;1;0;2;0;0;4;8;0;"1"
"290";2019;3;2;0;0;0;0;0;2;14;1;"1"
"291";2019;4;0;1;0;4;0;0;4;1;0;"1"
"292";2018;2;2;0;0;8;0;0;4;19;0;"1"
"293";2020;3;2;0;1;0;0;0;2;22;1;"1"
"294";2017;2;1;0;0;6;0;0;4;1;0;"1"
"295";2018;3;0;0;0;6;0;0;1;11;1;"1"
"296";2018;2;1;0;0;10;0;0;3;8;0;"1"
"297";2018;4;4;0;0;0;0;0;4;16;1;"1"
"298";2013;2;21;0;8;9;2;4;4;20;1;"1"
"299";2017;2;3;1;0;3;0;0;4;22;0;"1"
"300";2007;2;9;0;0;10;0;0;4;10;0;"1"
"301";2013;2;1;0;0;0;0;0;3;11;0;"1"
"302";2017;2;0;0;0;5;0;0;4;2;0;"1"
"303";2011;8;4;0;1;12;0;0;3;4;1;"1"
"304";2009;2;5;0;4;25;0;1;4;16;1;"1"
"305";2018;3;0;0;0;8;0;0;1;13;1;"1"
"306";2018;2;0;0;0;4;0;0;4;14;0;"1"
"307";2017;2;0;0;0;6;0;0;4;5;0;"1"
"308";2013;2;2;1;0;2;0;0;1;37;0;"1"
"309";2012;2;9;0;7;22;1;4;4;4;1;"1"
"310";2018;2;0;0;0;6;0;0;4;6;0;"1"
"311";2019;2;0;0;0;0;0;0;4;15;0;"1"
"312";2003;5;16;0;9;20;2;8;4;20;1;"1"
"313";2015;1;0;0;0;4;0;0;4;10;0;"1"
"314";2019;4;3;0;0;5;0;0;2;37;0;"1"
"315";2020;4;0;0;0;0;0;0;2;13;1;"1"
"316";2019;3;0;5;0;10;0;0;4;27;0;"1"
"317";2016;6;0;0;0;7;0;0;3;18;1;"1"
"318";2020;6;1;0;0;0;0;0;2;31;1;"1"
"319";2019;4;0;0;0;0;0;0;2;5;1;"1"
"320";2018;2;3;0;0;6;0;0;4;18;0;"1"
"321";2006;8;16;0;10;15;4;8;4;12;1;"1"
"322";2018;2;0;0;0;6;0;0;4;11;0;"1"
"323";2018;2;0;0;0;5;0;0;4;9;0;"1"
"324";2003;13;19;1;19;18;4;4;4;31;1;"1"
"325";2019;5;8;0;0;0;0;0;2;14;1;"1"
"326";2019;2;0;0;0;5;0;0;4;10;0;"1"
"327";2013;2;2;0;0;0;0;0;1;43;0;"1"
"328";2018;2;0;0;0;7;0;0;4;9;0;"1"
"329";2019;1;0;1;0;5;0;0;4;10;0;"1"
"330";2017;2;0;0;0;7;0;0;3;10;0;"1"
"331";2013;1;2;1;2;5;1;1;4;4;0;"1"
"332";2019;6;0;0;0;7;0;0;1;41;1;"1"
"333";2019;2;0;1;0;5;0;0;4;10;0;"1"
"334";2018;3;2;0;0;0;0;0;4;2;0;"1"
"335";2011;1;0;1;0;5;0;0;1;4;0;"1"
"336";2020;2;0;0;0;6;0;0;4;7;0;"1"
"337";2018;5;2;0;2;0;0;0;2;13;1;"1"
"338";2016;2;1;1;1;4;1;1;3;8;0;"1"
"339";2017;2;3;0;2;2;2;2;4;5;0;"1"
"340";2010;1;2;1;2;4;2;2;1;4;0;"1"
"341";2018;7;0;0;0;0;0;0;3;14;1;"1"
"342";2018;3;5;0;0;0;0;0;3;97;1;"1"
"343";2019;2;0;0;0;5;0;0;1;14;0;"1"
"344";2014;2;17;0;17;3;12;15;3;25;1;"1"
"345";2019;2;1;0;1;0;0;0;2;33;1;"1"
"346";2020;2;0;0;0;2;0;0;1;41;1;"1"
"347";2014;4;12;0;8;10;7;7;3;1;1;"1"
"348";2017;2;2;0;2;13;0;0;3;20;1;"1"
"349";2015;4;4;0;2;7;1;2;3;10;1;"1"
"350";2019;3;0;0;0;5;0;0;1;24;0;"1"
"351";2013;7;51;0;2;0;0;2;3;11;1;"1"
"352";2019;7;1;0;0;0;0;0;2;8;1;"1"
"353";2019;5;0;0;0;7;0;0;1;36;1;"1"
"354";2018;2;13;1;0;6;0;0;1;31;1;"1"
"355";2018;2;2;0;1;0;0;0;2;20;1;"1"
"356";2020;3;0;0;0;0;0;0;2;25;1;"1"
"357";2019;2;0;0;0;5;0;0;1;46;1;"1"
"358";2019;2;0;0;0;0;0;0;2;24;1;"1"
"359";2016;2;0;0;0;0;0;0;4;10;0;"1"
"360";2019;2;0;0;0;0;0;0;2;20;1;"1"
"361";2018;2;1;0;0;0;0;0;2;20;1;"1"
"362";2019;3;0;0;0;6;0;0;1;21;0;"1"
"363";2019;2;0;0;0;0;0;0;2;12;1;"1"
"364";2019;6;2;0;0;9;0;0;1;47;1;"1"
"365";2018;2;1;0;1;6;1;1;2;5;0;"1"
"366";2019;2;0;0;0;0;0;0;2;13;1;"1"
"367";2012;2;4;0;0;0;0;0;4;26;0;"1"
"368";2009;2;2;1;2;5;2;2;1;6;0;"1"
"369";2019;2;0;0;0;3;0;0;1;64;0;"1"
"370";2018;2;0;0;0;0;0;0;3;10;0;"1"
"371";2016;2;0;0;0;0;0;0;4;12;1;"1"
"372";2013;2;7;0;0;0;0;0;3;8;1;"1"
"373";2019;3;0;0;0;3;0;0;1;49;0;"1"
"374";2019;4;1;0;0;0;0;0;2;12;1;"1"
"375";2017;2;0;0;0;0;0;0;4;5;0;"1"
"376";2002;18;132;0;125;9;30;42;4;32;1;"1"
"377";2019;1;0;1;0;5;0;0;4;13;0;"1"
"378";2019;1;0;0;0;0;0;0;4;39;0;"1"
"379";2016;2;0;1;0;3;0;0;1;6;0;"1"
"380";2010;1;0;1;0;4;0;0;1;6;0;"1"
"381";2009;2;0;1;0;3;0;0;4;1;0;"1"
"382";2008;10;2;0;0;13;0;0;4;21;0;"1"
"383";2013;1;0;1;0;5;0;0;1;1;0;"1"
"384";2019;1;0;1;0;4;0;0;4;16;0;"1"
"385";2017;1;0;0;0;0;0;0;1;5;0;"1"
"386";2011;2;3;1;3;5;1;3;1;22;0;"1"
"387";2010;1;0;1;0;4;0;0;4;4;0;"1"
"388";2013;2;1;1;1;2;1;1;1;45;0;"1"
"389";2008;2;1;1;1;7;0;0;1;15;0;"1"
"390";2010;1;0;1;0;4;0;0;1;1;0;"1"
"391";2002;2;0;0;0;0;0;0;4;3;0;"1"
"392";2018;1;0;1;0;4;0;0;4;1;0;"1"
"393";2019;1;0;1;0;4;0;0;4;1;0;"1"
"394";2008;1;2;1;2;4;1;1;4;1;0;"1"
"395";2014;1;0;0;0;4;0;0;3;1;0;"1"
"396";2007;1;4;1;4;3;1;1;3;3;0;"1"
"397";2019;2;0;0;0;4;0;0;4;9;0;"1"
"398";2018;2;0;0;0;1;0;0;4;2;0;"1"
"399";2002;1;54;0;54;4;6;14;4;53;1;"1"
"400";2011;2;1;1;1;10;0;0;1;10;0;"1"
"401";2018;2;0;1;0;9;0;0;4;18;0;"1"
"402";2019;1;0;1;0;3;0;0;4;1;0;"1"
"403";2020;1;0;4;0;0;0;0;3;19;1;"1"
"404";2018;1;0;0;0;3;0;0;3;8;0;"1"
"405";2016;1;4;0;4;0;3;3;4;16;0;"1"
"406";2017;1;1;0;1;1;0;0;4;9;0;"1"
"407";2017;1;0;0;0;0;0;0;4;5;0;"1"
"408";2017;1;2;0;2;1;2;2;4;10;0;"1"
"409";2017;1;0;0;0;0;0;0;4;1;0;"1"
"410";2017;1;0;0;0;0;0;0;4;6;0;"1"
"411";2016;1;8;0;8;0;8;8;4;7;0;"1"
"412";2019;1;0;0;0;0;0;0;2;16;0;"1"
"413";2014;1;1;0;1;0;0;1;3;7;0;"1"
"414";2019;1;0;0;0;0;0;0;4;16;0;"1"
"415";2019;1;0;0;0;6;0;0;2;10;0;"1"
"416";2013;1;39;0;39;21;14;28;3;22;1;"1"
"417";2013;1;25;0;25;11;4;18;3;48;1;"1"
"418";2019;1;0;0;0;0;0;0;2;1;0;"1"
"419";2019;1;0;0;0;0;0;0;2;19;1;"1"
"420";2019;2;0;0;0;2;0;0;1;31;0;"1"
"421";2018;1;2;0;2;0;2;2;3;3;0;"1"
"422";2017;1;3;0;3;1;3;3;2;7;0;"1"
"423";2017;1;0;0;0;0;0;0;2;9;1;"1"
"424";2019;1;0;0;0;0;0;0;2;20;1;"1"
"425";2017;1;0;0;0;0;0;0;3;10;0;"1"
"426";2015;1;0;0;0;0;0;0;1;9;0;"1"
"427";2019;1;0;0;0;0;0;0;2;19;0;"1"
"428";2019;1;0;0;0;0;0;0;2;9;0;"1"
"429";2012;1;0;0;0;0;0;0;3;6;0;"1"
"430";2012;1;0;0;0;0;0;0;3;2;0;"1"
"431";2014;1;0;0;0;1;0;0;3;2;1;"1"
"432";2017;1;4;0;4;12;4;4;3;20;1;"1"
"433";2018;1;0;0;0;0;0;0;3;1;1;"1"
"434";2015;1;4;3;4;11;4;4;3;20;1;"1"
"435";2018;1;0;0;0;0;0;0;2;20;1;"1"
"436";2013;1;0;0;0;12;0;0;3;7;1;"1"
"437";2014;3;1;0;1;0;1;1;3;10;1;"1"
"438";2019;1;0;0;0;0;0;0;3;20;1;"1"
"439";2013;1;3;0;3;2;3;3;3;8;1;"1"
"440";2018;1;0;0;0;0;0;0;3;1;1;"1"
"441";2019;1;0;0;0;0;0;0;3;3;1;"1"
"442";2015;1;1;0;1;0;1;1;3;20;1;"1"
"443";2019;1;0;0;0;1;0;0;2;2;0;"1"
"444";2016;1;1;0;1;2;1;1;3;3;0;"1"
"445";2018;1;0;0;0;0;0;0;3;5;0;"1"
"446";2017;1;0;0;0;5;0;0;3;8;0;"1"
"447";2018;1;0;0;0;0;0;0;4;13;0;"1"
"448";2018;1;0;0;0;0;0;0;4;4;0;"1"
"449";2016;1;0;0;0;0;0;0;2;13;0;"1"
"450";2018;1;0;0;0;0;0;0;3;36;0;"1"
"451";2019;1;0;0;0;0;0;0;2;10;0;"1"
"452";2014;1;0;0;0;0;0;0;1;4;0;"1"
"453";2017;1;1;0;1;0;1;1;3;12;0;"1"
"454";2017;1;0;0;0;0;0;0;4;1;0;"1"
"455";2015;1;3;0;3;0;3;3;4;18;0;"1"
"456";2019;1;0;0;0;1;0;0;2;49;0;"1"
"457";2020;3;0;1;0;1;0;0;1;13;0;"1"
"458";2005;1;1;0;1;0;0;1;1;1;0;"1"
"459";2019;1;0;0;0;0;0;0;4;24;0;"1"
"460";2019;1;0;1;0;10;0;0;2;11;0;"1"
"461";2015;1;2;0;2;0;2;2;3;2;0;"1"
